file,label,Lines,Contours,Contours Size,Fast,Contours Colour,Contours Size Colour
IMG_4040.png,10,393,1,6042,300,12,16466
IMG_4054.png,9,949,4,20631,620,9,32784
IMG_3908.png,2,3615,1,1986,186,2,5239
IMG_4083.png,8,317,1,4925,250,5,12043
IMG_3934.png,10,625,2,8385,282,9,26874
IMG_4097.png,7,669,2,18010,603,4,24934
IMG_3920.png,11,826,2,12151,440,11,13865
IMG_4108.png,6,706,1,14402,658,5,22941
IMG_3667.png,4,294,2,7024,223,7,19954
IMG_3673.png,6,572,4,12813,393,9,22291
IMG_4134.png,5,708,8,15680,795,6,24685
IMG_3883.png,5,418,1,5025,201,4,8087
IMG_4120.png,5,400,2,7591,393,5,15585
IMG_3897.png,3,1011,1,4012,167,3,6112
IMG_3868.png,9,435,1,5566,258,3,6794
IMG_3840.png,9,452,1,5105,247,4,7663
IMG_3698.png,8,603,4,10734,352,9,24085
IMG_3854.png,10,449,1,8355,332,4,16162
IMG_3855.png,10,692,5,9012,412,7,14505
IMG_3699.png,8,573,2,10369,321,10,24970
IMG_3841.png,11,808,3,16383,508,6,17424
IMG_3869.png,9,365,1,5807,247,5,7431
IMG_3896.png,4,371,4,4669,178,6,9225
IMG_4121.png,5,463,4,7429,383,4,14768
IMG_3882.png,5,398,2,4618,227,6,12569
IMG_4135.png,5,750,3,24281,975,6,33621
IMG_3672.png,6,569,2,13297,440,7,23037
IMG_3666.png,4,243,2,5696,132,7,20115
IMG_4109.png,6,665,2,10161,488,6,22324
IMG_3921.png,11,875,3,13504,435,11,17189
IMG_4096.png,7,466,1,10030,366,7,19263
IMG_3935.png,6,430,2,5012,186,6,8709
IMG_4082.png,8,367,2,6860,352,9,18090
IMG_3909.png,2,1754,1,2794,157,2,3102
IMG_4055.png,10,692,3,10384,441,10,22074
IMG_4041.png,10,816,3,13726,603,10,29774
IMG_4069.png,9,746,4,14312,469,9,26063
IMG_3706.png,9,757,1,12557,475,8,25770
IMG_3712.png,3,160,2,2945,103,7,16321
IMG_4474.png,7,388,1,1563,226,9,17933
IMG_4460.png,7,560,6,11626,372,9,22188
IMG_4448.png,7,390,4,4660,259,8,16639
IMG_4449.png,7,408,4,5100,256,8,17647
IMG_4461.png,7,465,5,10541,358,9,20607
IMG_4475.png,7,360,3,3433,217,8,17194
IMG_4463.png,7,356,3,3492,179,10,15470
IMG_4477.png,7,412,3,3110,213,8,16244
IMG_4488.png,7,485,3,6454,276,8,18972
IMG_4489.png,7,486,4,7819,291,8,19069
IMG_4476.png,7,365,5,5163,198,8,15686
IMG_4462.png,7,256,2,2266,153,10,14863
IMG_4466.png,7,374,3,3523,185,10,15161
IMG_4472.png,7,398,3,6137,218,8,16333
IMG_4473.png,7,370,4,4485,211,8,16838
IMG_4467.png,7,379,2,3062,188,8,15415
IMG_4459.png,7,442,4,7040,270,8,16827
